Isolate_Id,Isolate_Name,Subtype,Lineage,Clade,Host,Passage_History,Location,Collection_Date,Submission_Date,H_Subtype,N_Subtype,Collection_Year,4_HA_ID,New_Host,Prediction
EPI_ISL_19155178,A/Snowy_Owl/ON/FAV-0073-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Ontario,2023-02-13,2024-05-21,5,1,2023,EPI3316103,snowy_owl,Avian
EPI_ISL_19155175,A/Canada_Goose/PE/FAV-0074-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Prince Edward Island,2023-02-10,2024-05-21,5,1,2023,EPI3316079,canada_goose,Avian
EPI_ISL_19155174,A/Canada_goose/PE/FAV-0080-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Prince Edward Island,2023-02-09,2024-05-21,5,1,2023,EPI3316071,canada_goose,Avian
EPI_ISL_19155173,A/Duck/QC/FAV-0069-6/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Quebec,2023-02-08,2024-05-21,5,1,2023,EPI3316063,duck,Avian
EPI_ISL_19155171,A/Chicken/NS/FAV-0062-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Nova Scotia,2023-02-08,2024-05-21,5,1,2023,EPI3316047,chicken,Avian
EPI_ISL_19155170,A/Canada_goose/PE/FAV-0080-4/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Prince Edward Island,2023-02-08,2024-05-21,5,1,2023,EPI3316039,canada_goose,Avian
EPI_ISL_19155169,A/Duck/QC/FAV-0065-4/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Quebec,2023-02-06,2024-05-21,5,1,2023,EPI3316031,duck,Avian
EPI_ISL_19155168,A/Duck/QC/FAV-0052-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Quebec,2023-02-01,2024-05-21,5,1,2023,EPI3316023,duck,Avian
EPI_ISL_19155167,A/Duck/QC/FAV-0051-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Quebec,2023-02-01,2024-05-21,5,1,2023,EPI3316015,duck,Avian
EPI_ISL_19155166,A/Canada_Goose/PE/FAV-0068-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Prince Edward Island,2023-01-31,2024-05-21,5,1,2023,EPI3316007,canada_goose,Avian
EPI_ISL_19155165,A/Canada_Goose/PE/FAV-0068-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Prince Edward Island,2023-01-31,2024-05-21,5,1,2023,EPI3315999,canada_goose,Avian
EPI_ISL_19155163,A/American_Crow/PE/FAV-0068-6/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Prince Edward Island,2023-01-31,2024-05-21,5,1,2023,EPI3315983,american_crow,Avian
EPI_ISL_19155162,A/American_Crow/PE/FAV-0068-5/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Prince Edward Island,2023-01-31,2024-05-21,5,1,2023,EPI3315975,american_crow,Avian
EPI_ISL_19155161,A/American_Crow/PE/FAV-0068-4/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Prince Edward Island,2023-01-31,2024-05-21,5,1,2023,EPI3315967,american_crow,Avian
EPI_ISL_19155160,A/Canada_Goose/PE/FAV-0058-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Prince Edward Island,2023-01-27,2024-05-21,5,1,2023,EPI3315959,canada_goose,Avian
EPI_ISL_19155158,A/Chicken/BC/FAV-0032-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / British Columbia,2023-01-23,2024-05-21,5,1,2023,EPI3315943,chicken,Avian
EPI_ISL_19155156,A/Chicken/NB/FAV-0013/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / New Brunswick,2023-01-10,2024-05-21,5,1,2023,EPI3315927,chicken,Avian
EPI_ISL_19155155,A/American_Crow/PE/FAV-0035-4/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Prince Edward Island,2023-01-10,2024-05-21,5,1,2023,EPI3315919,american_crow,Avian
EPI_ISL_19155154,A/American_Crow/PE/FAV-0035-3/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Prince Edward Island,2023-01-10,2024-05-21,5,1,2023,EPI3315911,american_crow,Avian
EPI_ISL_19155152,A/Chicken/BC/FAV-0012-4/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / British Columbia,2023-01-09,2024-05-21,5,1,2023,EPI3315896,chicken,Avian
EPI_ISL_19155150,A/Chicken/BC/FAV-0011-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / British Columbia,2023-01-09,2024-05-21,5,1,2023,EPI3315880,chicken,Avian
EPI_ISL_19155149,A/Chicken/BC/FAV-0011-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / British Columbia,2023-01-09,2024-05-21,5,1,2023,EPI3315872,chicken,Avian
EPI_ISL_19155148,A/Chicken/BC/FAV-0010-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / British Columbia,2023-01-09,2024-05-21,5,1,2023,EPI3315864,chicken,Avian
EPI_ISL_19155147,A/Chicken/BC/FAV-0010-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / British Columbia,2023-01-09,2024-05-21,5,1,2023,EPI3315856,chicken,Avian
EPI_ISL_19155146,A/American_Crow/QC/FAV-0103-1/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Quebec,2023-01-09,2024-05-21,5,1,2023,EPI3315848,american_crow,Avian
EPI_ISL_19155145,A/American_Crow/PE/FAV-0035-5/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / Prince Edward Island,2023-01-09,2024-05-21,5,1,2023,EPI3315840,american_crow,Avian
EPI_ISL_19155143,A/Northern_Pintail/BC/FAV-0053-43/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / British Columbia,2023-01-06,2024-05-21,5,1,2023,EPI3315824,northern_pintail,Avian
EPI_ISL_19155142,A/Chicken/BC/FAV-0005-2/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / British Columbia,2023-01-03,2024-05-21,5,1,2023,EPI3315816,chicken,Avian
EPI_ISL_19155140,A/American_Crow/BC/FAV-0053-42/2023,H5N1,,2.3.4.4b,Avian,,North America / Canada / British Columbia,2023-01-02,2024-05-21,5,1,2023,EPI3315800,american_crow,Avian
EPI_ISL_19131449,A/chicken/Montana/23-037612-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Montana / Lewis County,2023-11-28,2024-05-10,5,1,2023,EPI3277827,chicken,Avian
EPI_ISL_19131448,A/turkey/Wisconsin/23-037243-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Wisconsin / Trempealeau County,2023-11-25,2024-05-10,5,1,2023,EPI3277819,turkey,Avian
EPI_ISL_19131447,A/chicken/Iowa/23-037208-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa / Sioux County,2023-11-22,2024-05-10,5,1,2023,EPI3277811,chicken,Avian
EPI_ISL_19131446,A/turkey/Wisconsin/23-037129-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Wisconsin / Trempealeau County,2023-11-22,2024-05-10,5,1,2023,EPI3277803,turkey,Avian
EPI_ISL_19131443,A/chicken/Minnesota/23-037030-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Freeborn County,2023-11-22,2024-05-10,5,1,2023,EPI3277779,chicken,Avian
EPI_ISL_19131442,A/chicken/Maryland/23-036657-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Maryland / Caroline County,2023-11-19,2024-05-10,5,1,2023,EPI3277771,chicken,Avian
EPI_ISL_19131441,A/turkey/South Dakota/23-035084-0032/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / Edmunds County,2023-11-14,2024-05-10,5,1,2023,EPI3277763,turkey,Avian
EPI_ISL_19131438,A/american wigeon/Montana/23-030445-012/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Montana,2023-09-30,2024-05-10,5,1,2023,EPI3277739,american_wigeon,Avian
EPI_ISL_19131436,A/pintail/New York/23-030074-013/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / New York,2023-09-30,2024-05-10,5,1,2023,EPI3277723,pintail,Avian
EPI_ISL_19131435,A/northern shoveler/Colorado/23-029854-024/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-09-30,2024-05-10,5,1,2023,EPI3277715,northern_shoveler,Avian
EPI_ISL_19131434,A/green-winged teal/Colorado/23-029854-011/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-09-30,2024-05-10,5,1,2023,EPI3277707,green_winged_teal,Avian
EPI_ISL_19131433,A/blue-winged teal/Louisiana/23-028760-020/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Louisiana,2023-09-20,2024-05-10,5,1,2023,EPI3277698,blue_winged_teal,Avian
EPI_ISL_19131431,A/mallard/New Hampshire/23-027730-019/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / New Hampshire,2023-09-08,2024-05-10,5,2,2023,EPI3277682,mallard,Avian
EPI_ISL_19131430,A/mallard/Idaho/23-027671-006/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / Idaho,2023-09-07,2024-05-10,5,2,2023,EPI3277674,mallard,Avian
EPI_ISL_19131427,A/mallard/Alaska/23-027273-011/2023,H5N4,,Am_nonGsGD,Avian,Original,North America / United States / Alaska,2023-09-03,2024-05-10,5,4,2023,EPI3277649,mallard,Avian
EPI_ISL_19131425,A/mallard/Idaho/23-027175-011/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / Idaho,2023-08-31,2024-05-10,5,2,2023,EPI3277632,mallard,Avian
EPI_ISL_19131424,A/mallard/Colorado/23-027142-121/2023,H5N9,,Am_nonGsGD,Avian,Original,North America / United States / Colorado,2023-09-05,2024-05-10,5,9,2023,EPI3277624,mallard,Avian
EPI_ISL_19131422,A/mallard/Vermont/23-027105-078/2023,H5N3,,Am_nonGsGD,Avian,Original,North America / United States / Vermont,2023-09-01,2024-05-10,5,3,2023,EPI3277608,mallard,Avian
EPI_ISL_19131391,A/turkey/Washington/23-037272-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Washington / Pierce County,2023-11-21,2024-05-10,5,1,2023,EPI3277573,turkey,Avian
EPI_ISL_19131390,A/chicken/North Dakota/23-037267-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / North Dakota / Emmons County,2023-11-25,2024-05-10,5,1,2023,EPI3277565,chicken,Avian
EPI_ISL_19131389,A/chicken/Nebraska/23-037257-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Nebraska / Colfax County,2023-11-22,2024-05-10,5,1,2023,EPI3277557,chicken,Avian
EPI_ISL_19131388,A/turkey/South Dakota/23-037252-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / Yankton County,2023-11-26,2024-05-10,5,1,2023,EPI3277549,turkey,Avian
EPI_ISL_19131387,A/turkey/South Dakota/23-037251-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / McPherson County,2023-11-24,2024-05-10,5,1,2023,EPI3277541,turkey,Avian
EPI_ISL_19131385,A/turkey/North Dakota/23-037249-003/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / North Dakota / Dickey County,2023-11-23,2024-05-10,5,1,2023,EPI3277525,turkey,Avian
EPI_ISL_19131365,A/mallard/South Dakota/23-031574-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota,2023-10-07,2024-05-10,5,1,2023,EPI3277509,mallard,Avian
EPI_ISL_19131364,A/gadwall/South Dakota/23-031573-004/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota,2023-10-08,2024-05-10,5,1,2023,EPI3277501,gadwall,Avian
EPI_ISL_19131362,A/blue-winged teal/Kansas/23-030994-014/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Kansas,2023-10-07,2024-05-10,5,1,2023,EPI3277485,blue_winged_teal,Avian
EPI_ISL_19131361,A/ring-necked duck/Kansas/23-030994-012/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Kansas,2023-10-07,2024-05-10,5,1,2023,EPI3277477,ring_necked_duck,Avian
EPI_ISL_19131359,A/blue-winged teal/Kansas/23-030993-003/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Kansas,2023-10-07,2024-05-10,5,1,2023,EPI3277461,blue_winged_teal,Avian
EPI_ISL_19131358,A/pintail/Colorado/23-030893-007/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-10-07,2024-05-10,5,1,2023,EPI3277453,pintail,Avian
EPI_ISL_19131356,A/blue-winged teal/Colorado/23-029854-021/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Colorado,2023-09-30,2024-05-10,5,1,2023,EPI3277437,blue_winged_teal,Avian
EPI_ISL_19131353,A/mallard/New Hampshire/23-027732-036/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / New Hampshire,2023-09-07,2024-05-10,5,2,2023,EPI3277413,mallard,Avian
EPI_ISL_19131352,A/mallard/New Hampshire/23-027732-033/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / New Hampshire,2023-09-07,2024-05-10,5,2,2023,EPI3277405,mallard,Avian
EPI_ISL_19131348,A/mallard/New Hampshire/23-027732-016/2023,H5N2,,Am_nonGsGD,Avian,Original,North America / United States / New Hampshire,2023-09-07,2024-05-10,5,2,2023,EPI3277373,mallard,Avian
EPI_ISL_18697748,A/swan/Oklahoma/23-032455-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Oklahoma / Oklahoma County,2023-10-24,2023-12-27,5,1,2023,EPI2870354,swan,Avian
EPI_ISL_18697746,A/chicken/Minnesota/23-032411-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Brown County,2023-10-23,2023-12-27,5,1,2023,EPI2870338,chicken,Avian
EPI_ISL_18697745,A/turkey/Minnesota/23-032410-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Meeker County,2023-10-23,2023-12-27,5,1,2023,EPI2870330,turkey,Avian
EPI_ISL_18697743,A/turkey/South Dakota/23-032362-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / Hanson County,2023-10-24,2023-12-27,5,1,2023,EPI2870314,turkey,Avian
EPI_ISL_18697742,A/turkey/South Dakota/23-032362-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / Hanson County,2023-10-24,2023-12-27,5,1,2023,EPI2870306,turkey,Avian
EPI_ISL_18697741,A/turkey/South Dakota/23-032360-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / Beadle County,2023-10-23,2023-12-27,5,1,2023,EPI2870298,turkey,Avian
EPI_ISL_18697739,A/turkey/South Dakota/23-032354-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / South Dakota / Clark County,2023-10-22,2023-12-27,5,1,2023,EPI2870282,turkey,Avian
EPI_ISL_18697737,A/chicken/Oregon/23-032327-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Oregon / Union County,2023-10-20,2023-12-27,5,1,2023,EPI2870266,chicken,Avian
EPI_ISL_18697736,A/guinea fowl/Minnesota/23-032247-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Pine County,2023-10-20,2023-12-27,5,1,2023,EPI2870258,guinea_fowl,Avian
EPI_ISL_18697735,A/chicken/Minnesota/23-032247-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Pine County,2023-10-20,2023-12-27,5,1,2023,EPI2870250,chicken,Avian
EPI_ISL_18697734,A/turkey/Minnesota/23-032152-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Minnesota / Kandiyohi County,2023-10-19,2023-12-27,5,1,2023,EPI2870242,turkey,Avian
EPI_ISL_18697727,A/turkey/Iowa/23-032139-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa / Pocahontas County,2023-10-22,2023-12-27,5,1,2023,EPI2870186,turkey,Avian
EPI_ISL_18697725,A/chicken/Iowa/23-032138-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa / Guthrie County,2023-10-22,2023-12-27,5,1,2023,EPI2870170,chicken,Avian
EPI_ISL_18697724,A/chicken/Iowa/23-032138-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa / Guthrie County,2023-10-22,2023-12-27,5,1,2023,EPI2870162,chicken,Avian
EPI_ISL_18697723,A/pheasant/Alabama/23-032820-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Alabama / Chilton County,2023-10-25,2023-12-27,5,1,2023,EPI2870154,pheasant,Avian
EPI_ISL_18697722,A/turkey/California/23-032623-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / California / Merced County,2023-10-24,2023-12-27,5,1,2023,EPI2870146,turkey,Avian
EPI_ISL_18697721,A/turkey/Iowa/23-032005-002/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Iowa / Buena Vista County,2023-10-19,2023-12-27,5,1,2023,EPI2870138,turkey,Avian
EPI_ISL_18697719,A/chicken/Oregon/23-031852-001/2023,H5N1,,2.3.4.4b,Avian,Original,North America / United States / Oregon / Union County,2023-10-17,2023-12-27,5,1,2023,EPI2870122,chicken,Avian
EPI_ISL_18665599,A/American_Wigeon/BC/AIVPHL-1411/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-14,2023-12-21,5,1,2023,EPI2856715,american_wigeon,Avian
EPI_ISL_18665598,A/Peregrine_Falcon/BC/AIVPHL-1151/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-06-05,2023-12-21,5,1,2023,EPI2856694,peregrine_falcon,Avian
EPI_ISL_18665597,A/Cooper_s_Hawk/BC/AIVPHL-1498/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-12-11,2023-12-21,5,1,2023,EPI2856693,cooper_s_hawk,Avian
EPI_ISL_18665596,A/American_Wigeon/BC/AIVPHL-1410/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-14,2023-12-21,5,1,2023,EPI2856691,american_wigeon,Avian
EPI_ISL_18665595,A/Cooper_s_Hawk/BC/AIVPHL-1125/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-05-23,2023-12-21,5,1,2023,EPI2856671,cooper_s_hawk,Avian
EPI_ISL_18665594,A/Mallard/BC/AIVPHL-1484/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-12-08,2023-12-21,5,1,2023,EPI2856670,mallard,Avian
EPI_ISL_18665593,A/American_Wigeon/BC/AIVPHL-1409/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-14,2023-12-21,5,1,2023,EPI2856668,american_wigeon,Avian
EPI_ISL_18665591,A/Canada_Goose/BC/AIVPHL-1483/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-12-04,2023-12-21,5,1,2023,EPI2856646,canada_goose,Avian
EPI_ISL_18665590,A/Cackling_Goose/BC/AIVPHL-1407/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-14,2023-12-21,5,1,2023,EPI2856644,cackling_goose,Avian
EPI_ISL_18665589,A/Cackling_Goose/BC/AIVPHL-1479/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-12-04,2023-12-21,5,1,2023,EPI2856628,cackling_goose,Avian
EPI_ISL_18665584,A/Cackling_Goose/BC/AIVPHL-1405/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-14,2023-12-21,5,1,2023,EPI2856597,cackling_goose,Avian
EPI_ISL_18665580,A/Great_Horned_Owl/BC/AIVPHL-1037/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-03-31,2023-12-21,5,1,2023,EPI2856557,great_horned_owl,Avian
EPI_ISL_18665567,A/Red_Tailed_Hawk/BC/AIVPHL-1028/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-03-27,2023-12-21,5,1,2023,EPI2856469,red_tailed_hawk,Avian
EPI_ISL_18665566,A/Canada_Goose/BC/AIVPHL-1458/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-27,2023-12-21,5,1,2023,EPI2856466,canada_goose,Avian
EPI_ISL_18665565,A/American_Crow/BC/AIVPHL-874/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-01-09,2023-12-21,5,1,2023,EPI2856448,american_crow,Avian
EPI_ISL_18665564,A/Mallard/BC/AIVPHL-1400/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-14,2023-12-21,5,1,2023,EPI2856449,mallard,Avian
EPI_ISL_18665563,A/Barn_Owl/BC/AIVPHL-1011/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-03-20,2023-12-21,5,1,2023,EPI2856439,barn_owl,Avian
EPI_ISL_18665562,A/Red_Tailed_Hawk/BC/AIVPHL-1454/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-27,2023-12-21,5,1,2023,EPI2856438,red_tailed_hawk,Avian
EPI_ISL_18665561,A/Wood_Duck/BC/AIVPHL-1399/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-14,2023-12-21,5,1,2023,EPI2856419,wood_duck,Avian
EPI_ISL_18665560,A/Peregrine_Falcon/BC/AIVPHL-877/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-01-09,2023-12-21,5,1,2023,EPI2856420,peregrine_falcon,Avian
EPI_ISL_18665559,A/Red_Tailed_Hawk/BC/AIVPHL-1009/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-03-20,2023-12-21,5,1,2023,EPI2856413,red_tailed_hawk,Avian
EPI_ISL_18665558,A/Cackling_Goose/BC/AIVPHL-1398/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-14,2023-12-21,5,1,2023,EPI2856396,cackling_goose,Avian
EPI_ISL_18665556,A/Barred_Owl/BC/AIVPHL-1008/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-03-20,2023-12-21,5,1,2023,EPI2856390,barred_owl,Avian
EPI_ISL_18665554,A/Cackling_Goose/BC/AIVPHL-1396/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-14,2023-12-21,5,1,2023,EPI2856375,cackling_goose,Avian
EPI_ISL_18665553,A/Red_Tailed_Hawk/BC/AIVPHL-1007/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-03-20,2023-12-21,5,1,2023,EPI2856367,red_tailed_hawk,Avian
EPI_ISL_18665551,A/Cackling_Goose/BC/AIVPHL-1394/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-14,2023-12-21,5,1,2023,EPI2856352,cackling_goose,Avian
EPI_ISL_18665550,A/Trumpeter_Swan/BC/AIVPHL-1003/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-03-20,2023-12-21,5,1,2023,EPI2856347,trumpeter_swan,Avian
EPI_ISL_18665548,A/Canada_Goose/BC/AIVPHL-1395/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-14,2023-12-21,5,1,2023,EPI2856327,canada_goose,Avian
EPI_ISL_18665547,A/Barn_Owl/BC/AIVPHL-995/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-03-13,2023-12-21,5,1,2023,EPI2856323,barn_owl,Avian
EPI_ISL_18665545,A/Cooper_s_Hawk/BC/AIVPHL-1393/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-13,2023-12-21,5,1,2023,EPI2856303,cooper_s_hawk,Avian
EPI_ISL_18665544,A/Red_Tailed_Hawk/BC/AIVPHL-990/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-03-13,2023-12-21,5,1,2023,EPI2856299,red_tailed_hawk,Avian
EPI_ISL_18665542,A/Great_Horned_Owl/BC/AIVPHL-1388/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-08,2023-12-21,5,1,2023,EPI2856279,great_horned_owl,Avian
EPI_ISL_18665541,A/Barred_Owl/BC/AIVPHL-982/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-03-10,2023-12-21,5,1,2023,EPI2856275,barred_owl,Avian
EPI_ISL_18665539,A/Canada_Goose/BC/AIVPHL-1386/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-07,2023-12-21,5,1,2023,EPI2856255,canada_goose,Avian
EPI_ISL_18665538,A/Great_Horned_Owl/BC/AIVPHL-981/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-03-10,2023-12-21,5,1,2023,EPI2856251,great_horned_owl,Avian
EPI_ISL_18665536,A/American_Crow/BC/AIVPHL-1384/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-06,2023-12-21,5,1,2023,EPI2856231,american_crow,Avian
EPI_ISL_18665531,A/American_Wigeon/BC/AIVPHL-1379/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-03,2023-12-21,5,1,2023,EPI2856190,american_wigeon,Avian
EPI_ISL_18665527,A/Canada_Goose/BC/AIVPHL-1377/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-03,2023-12-21,5,1,2023,EPI2856168,canada_goose,Avian
EPI_ISL_18665524,A/Cackling_Goose/BC/AIVPHL-1375/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-03,2023-12-21,5,1,2023,EPI2856146,cackling_goose,Avian
EPI_ISL_18665521,A/Red_Tailed_Hawk/BC/AIVPHL-1372/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-11-03,2023-12-21,5,1,2023,EPI2856122,red_tailed_hawk,Avian
EPI_ISL_18665516,A/Great_Horned_Owl/BC/AIVPHL-956/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-02-27,2023-12-21,5,1,2023,EPI2856087,great_horned_owl,Avian
EPI_ISL_18665514,A/Barrow_s_Goldeneye/BC/AIVPHL-943/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-02-06,2023-12-21,5,1,2023,EPI2856071,barrow_s_goldeneye,Avian
EPI_ISL_18665512,A/Red_Tailed_Hawk/BC/AIVPHL-941/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-02-06,2023-12-21,5,1,2023,EPI2856060,red_tailed_hawk,Avian
EPI_ISL_18665510,A/Dunlin/BC/AIVPHL-940/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-02-06,2023-12-21,5,1,2023,EPI2856045,dunlin,Avian
EPI_ISL_18665508,A/Red_Tailed_Hawk/BC/AIVPHL-931/2023,H5N1,,2.3.4.4b,Avian,Original,North America / Canada / British Columbia,2023-01-30,2023-12-21,5,1,2023,EPI2856029,red_tailed_hawk,Avian
